Authors,Title,Year,Volume,Abstract,T_tokens_,T_tokens,T_tokens_join
Attali Y.; Bar-Hillel M.,Guess where: The position of correct answers in multiple-choice test items as a psychometric variable,2003,40,"In this article, the authors show that test makers and test takers have a strong and systematic tendency for hiding correct answers - or, respectively, for seeking them - in middle positions. In single, isolated questions, both prefer middle positions to extreme ones in a ratio of up to 3 or 4 to 1. Because test makers routinely, deliberately, and excessively balance the answer key of operational tests, middle bias almost, though not quite, disappears in those keys. Examinees taking real tests also produce answer sequences that are more balanced than their single question tendencies but less balanced than the correct key. In a typical four-choice test, about 55% of erroneous answers are in the two central positions. The authors show that this bias is large enough to have real psychometric consequences, as questions with middle correct answers are easier and less discriminating than questions with extreme correct answers, a fact of which some implications are explored.","['guess', 'position', 'correct', 'answer', 'multiplechoice', 'test', 'item', 'psychometric', 'variable']","['guess', 'position', 'correct', 'answer', 'multiplechoice', 'test', 'item', 'psychometric', 'variable']",guess position correct answer multiplechoice test item psychometric variable
Kane M.,Inferences about variance components and reliability-generalizability coefficients in the absence of random sampling,2002,39,"Generalizability theory (G theory) employs random-effects ANOVA to estimate the variance components included in generalizability coefficients, standard errors, and other indices of precision. The ANOVA models depend on random sampling assumptions, and the variance-component estimates are likely to be sensitive to violations of these assumptions. Yet, generalizability studies do not typically sample randomly. This kind of inconsistency between assumptions in statistical models and actual data collection procedures is not uncommon in science, but it does raise fundamental questions about the substantive inferences based on the statistical analyses. This article reviews criticisms of sampling assumptions in G theory (and in reliability theory) and examines the feasibility of using representative sampling, stratification, homogeneity assumptions, and replications to address these criticisms.","['inference', 'variance', 'component', 'reliabilitygeneralizability', 'coefficient', 'absence', 'random', 'sampling']","['inference', 'variance', 'component', 'reliabilitygeneralizability', 'coefficient', 'absence', 'random', 'sampling']",inference variance component reliabilitygeneralizability coefficient absence random sampling
Lee G.,The influence of several factors on reliability for complex reading comprehension tests,2002,39,"The purpose of this study was to investigate the effects of items, passages, contents, themes, and types of passages on the reliability and standard errors of measurement for complex reading comprehension tests. Seven different generalizability theory models were used in the analyses. Results indicated that generalizability coefficients estimated using multivariate models incorporating content strata and types of passages were similar in size to reliability estimates based upon a model that did not include these factors. In contrast, incorporating passages and themes within univariate generalizability theory models produced non-negligible differences in the reliability estimates. This suggested that passages and themes be taken into account when evaluating the reliability of test scores for complex reading comprehension tests.","['influence', 'factor', 'reliability', 'complex', 'reading', 'comprehension', 'test']","['influence', 'factor', 'reliability', 'complex', 'reading', 'comprehension', 'test']",influence factor reliability complex reading comprehension test
Yu F.; Nandakumar R.,Poly-detect for quantifying the degree of multidimensionality of item response data,2001,38,"This study investigated the validity of the Poly-Detect procedure to determine the approximate simple dimensionality structure and to quantify the degree of multidimensionality present in polytomous data through simulation and real data analysis. Both unidimensional and two-dimensional data were generated in the simulation study for the complete and the BIB data. The simulation results showed that the dimensionality structures were similar between the corresponding complete data and the BIB data as identified by the Poly-Detect procedure. Also, the simulation results indicated that the number of response categories of items did not affect the performance of the Poly-Detect procedure in quantifying the degree of multidimensionality of polytomous data. Based on the simulation results, a subjective scale of the degree of multidimensionality of a data set was developed. Application of the Poly-Detect procedure on the 1992 NAEP eighth-grade reading data indicated that the degree of multidimensionality of the entire 1992 NAEP eighth-grade reading item pool was moderate at most.","['polydetect', 'quantify', 'degree', 'multidimensionality', 'item', 'response', 'datum']","['polydetect', 'quantify', 'degree', 'multidimensionality', 'item', 'response', 'datum']",polydetect quantify degree multidimensionality item response datum
Ban J.-E.; Hanson B.A.; Wang T.; Yi Q.; Harris D.J.,A comparative study of on-line pretest item-calibration/scaling methods in computerized adaptive testing,2001,38,"The purpose of this study was to compare and evaluate five on-line pretest item-calibration/scaling methods in computerized adaptive testing (CAT): marginal maximum likelihood estimate with one EM cycle (OEM), marginal maximum likelihood estimate with multiple EM cycles (MEM), Stocking's Method A, Stocking's Method B, and BILOG/Prior. The five methods were evaluated in terms of item-parameter recovery, using three different sample sizes (300, 1000 and 3000). The MEM method appeared to be the best choice among these, because it produced the smallest parameter-estimation errors for all sample size conditions. MEM and OEM are mathematically similar, although the OEM method produced larger errors. MEM also was preferable to OEM, unless the amount of time involved in iterative computation is a concern. Stocking's Method B also worked very well, but it required anchor items that either would increase test lengths or require larger sample sizes depending on test administration design. Until more appropriate ways of handling sparse data are devised, the BILOG/Prior method may not be a reasonable choice for small sample sizes. Stocking's Method A had the largest weighted total error, as well as a theoretical weakness (i.e., treating estimated ability as true ability); thus, there appeared to be little reason to use it.","['comparative', 'study', 'online', 'pret', 'itemcalibrationscaling', 'method', 'computerized', 'adaptive', 'testing']","['comparative', 'study', 'online', 'pret', 'itemcalibrationscaling', 'method', 'computerized', 'adaptive', 'testing']",comparative study online pret itemcalibrationscaling method computerized adaptive testing
Oshima T.C.; Davey T.C.; Lee K.,Multidimensional linking: Four practical approaches,2000,37,"This paper introduces and evaluates four practical multidimensional linking procedures that are based on the theoretical framework recently proposed by Davey, Oshima, and Lee (1996): (a) the Direct method, (b) the Equated Function method, (c) the Test Characteristic Function (TCF) method, and (d) the Item Characteristic Function (ICF) method. The evaluation was conducted using simulated data. As anticipated, the competing procedures yielded different linking parameter estimates. The TCF and ICF methods were found to be more stable and recovered the true linking parameters better than the other two methods. Furthermore, all procedures were found to be acceptable under almost any of the minimization criteria and offered dramatic improvement over not linking at all. It is recommended that the choice of a linking procedure should depend on the purpose of linking.","['Multidimensional', 'link', 'practical', 'approach']","['multidimensional', 'link', 'practical', 'approach']",multidimensional link practical approach
De Ayala R.J.; Plake B.S.; Impara J.C.,The impact of omitted responses on the accuracy of ability estimation in item response theory,2001,38,"Practitioners typically face situations in which examinees have not responded to all test items. This study investigated the effect on an examinee's ability estimate when an examinee is presented an item, has ample time to answer, but decides not to respond to the item. Three approaches to ability estimation (biweight estimation, expected a posteriori, and maximum likelihood estimation) were examined. A Monte Carlo study was performed and the effect of different levels of omissions on the simulee's ability estimates was determined. Results showed that the worst estimation occurred when omits were treated as incorrect. In contrast, substitution of 0.5 for omitted responses resulted in ability estimates that were almost as accurate as those using complete data. Implications for practitioners are discussed.","['impact', 'omit', 'response', 'accuracy', 'ability', 'estimation', 'item', 'response', 'theory']","['impact', 'omit', 'response', 'accuracy', 'ability', 'estimation', 'item', 'response', 'theory']",impact omit response accuracy ability estimation item response theory
Gallagher A.; Bridgeman B.; Cahalan C.,The effect of computer-based tests on racial-ethnic and gender groups,2002,39,"In this study data were examined from several national testing programs to determine whether the change from paper-based administration to computer-based tests (CBTs) influences group differences in performance. Performances by gender, racial, and ethnic groups on the Graduate Record Examination General Test, Graduate Management Admissions Test, SAT I: Reasoning Test, and Praxis: Professional Assessment for Beginning Teachers, were analyzed to determine whether the shift in testing format from paper-and-pencil tests to CBTs posed a disadvantage to any of these subgroups, beyond that already identified for paper-based test. Although all differences were quite small, some consistent patterns were found for some racial-ethnic and gender groups. African-American examinees and, to a lesser degree, Hispanic examinees appear to benefit from the CBT format. On some tests, female examinees' performance was relatively lower on the CBT version.","['effect', 'computerbase', 'test', 'racialethnic', 'gender', 'group']","['effect', 'computerbase', 'test', 'racialethnic', 'gender', 'group']",effect computerbase test racialethnic gender group
Bolt D.M.,A SIBTEST approach to testing DIF hypotheses using experimentally designed test items,2000,37,"This paper considers a modification of the DIF procedure SIBTEST for investigating the causes of differential item functioning (DIF). One way in which factors believed to be responsible for DIF can be investigated is by systematically manipulating them across multiple versions of an item using a randomized DIF study (Schmitt, Holland, & Dorans, 1993). In this paper, it is shown that the additivity of the index used for testing DIF in SIBTEST motivates a new extension of the method for statistically testing the effects of DIF factors. Because an important consideration is whether or not a studied DIF factor is consistent in its effects across items, a methodology for testing item × factor interactions is also presented. Using data from the mathematical sections of the Scholastic Assessment Test (SAT), the effects of two potential DIP factors - item formal (multiple-choice versus open-ended) and problem type (abstract versus concrete) - are investigated for gender. Results suggest a small but statistically significant and consistent effect of item format (favoring males for multiple-choice items) across items, and a larger but less consistent effect due to problem type.","['sibtest', 'approach', 'test', 'DIF', 'hypothesis', 'experimentally', 'design', 'test', 'item']","['sibtest', 'approach', 'test', 'dif', 'hypothesis', 'experimentally', 'design', 'test', 'item']",sibtest approach test dif hypothesis experimentally design test item
Hoskens M.; Wilson M.,Real-time feedback on rater drift in constructed-response items: An example from the golden state examination,2001,38,"In this study, patterns of variation in severities of a group of raters over time or so-called ""rater drift"" was examined when raters scored an essay written under examination conditions. At the same time feedback was given to rater leaders (called ""table leaders"") who then interpreted the feedback and reported to the raters. Rater severities in five successive periods were estimated using a modified linear logistic test model (LLTM, Fischer, 1973) approach. It was found that the raters did indeed drift towards the mean, but a planned comparision of the feedback with a control condition was not successful; it was believed that this was due to contamination at the table leader level. A series of models was also estimated designed to detect other types of rater effects beyond severity: a tendency to use extreme scores, and tendency to prefer certain categories. The models for these effects were found to be showing significant improvement in fit, implying that these effects were indeed present, although they were difficult to detect in relatively short time periods.","['Realtime', 'feedback', 'rater', 'drift', 'constructedresponse', 'item', 'example', 'golden', 'state', 'examination']","['realtime', 'feedback', 'rater', 'drift', 'constructedresponse', 'item', 'example', 'golden', 'state', 'examination']",realtime feedback rater drift constructedresponse item example golden state examination
Kamata A.,Item analysis by the hierarchical generalized linear model,2001,38,"The hierarchical generalized linear model (HGLM) is presented as an explicit, two-level formulation of a multilevel item response model. In this paper, it is shown that the HGLM is equivalent to the Rasch model and that, characteristic of the HGLM, person ability can be expressed in the form of random effects rather than parameters. The two-level item analysis model is presented as a latent regression model with person-characteristic variables. Furthermore, it is shown that the two-level HGLM model can be extended to a three-level latent regression model that permits investigation of the variation of students' performance across groups, such as is found in classrooms and schools, and of the interactive effect of person-and group-characteristic variables.","['item', 'analysis', 'hierarchical', 'generalize', 'linear']","['item', 'analysis', 'hierarchical', 'generalize', 'linear']",item analysis hierarchical generalize linear
Yi Q.; Wang T.; Ban J.-C.,Effects of scale transformation and test-termination rule on the precision of ability estimation in computerized adaptive testing,2001,38,"Error indices (bias, standard error of estimation, and root mean squared error) obtained on different measurement scales under different test-termination rules in computerized adaptive testing (CAT) were examined. Four ability estimation methods (maximum likelihood estimation, weighted likelihood estimation, expected a posterior, and maximum a posterior), three measurement scales (θ, number-correct score, and ACT score), and three test-termination rules (fixed length, fixed standard error, and target information) were studied for a real and a generated item pool. The findings indicated that the amount and direction of bias, standard error of estimation, and root mean squared error obtained under different ability estimation methods were influenced both by scale transformations and by test-termination rules in a CAT environment. The implications of these effects for testing programs are discussed.","['effect', 'scale', 'transformation', 'testtermination', 'rule', 'precision', 'ability', 'estimation', 'computerized', 'adaptive', 'testing']","['effect', 'scale', 'transformation', 'testtermination', 'rule', 'precision', 'ability', 'estimation', 'computerized', 'adaptive', 'testing']",effect scale transformation testtermination rule precision ability estimation computerized adaptive testing
Kane M.T.,Current concerns in validity theory,2001,38,"We are at the end of the first century of work on models of educational and psychological measurement and into a new millennium. This certainly seems like an appropriate time for looking backward and looking forward in assessment. Furthermore, a new edition of the Standards for Educational and Psychological Testing (AERA, APA, & NCME, 1999) has been published, and the previous editions of the Standards have served as benchmarks in the development of measurement theory. This backward glance will be just that, a glance. After a brief historical review focusing mainly on construct validity, the current state of validity theory will be summarized, with an emphasis on the role of arguments in validation. Then how an argument-based approach might be applied will be examined in regards to two issues in validity theory: the distinction between performance-based and theory-based interpretations, and the role of consequences in validation.","['current', 'concern', 'validity', 'theory']","['current', 'concern', 'validity', 'theory']",current concern validity theory
Pitkin A.K.; Vispoel W.P.,Differences between self-adapted and computerized adaptive tests: A meta-analysis,2001,38,"Self-adapted testing has been described as a variation of computerized adaptive testing that reduces test anxiety and thereby enhances test performance. The purpose of this study was to gain a better understanding of these proposed effects of self-adapted tests (SATs); meta-analysis procedures were used to estimate differences between SATs and computerized adaptive tests (CATs) in proficiency estimates and post-test anxiety levels across studies in which these two types of tests have been compared. After controlling for measurement error, the results showed that SATs yielded proficiency estimates that were 0.12 standard deviation units higher and post-test anxiety levels that were 0.19 standard deviation units lower than those yielded by CATs. We speculate about possible reasons for these differences and discuss advantages and disadvantages of using SATs in operational settings.","['difference', 'selfadapted', 'computerized', 'adaptive', 'test', 'metaanalysis']","['difference', 'selfadapted', 'computerized', 'adaptive', 'test', 'metaanalysis']",difference selfadapted computerized adaptive test metaanalysis
Hau K.-T.; Chang H.-H.,Item selection in computerized adaptive testing: Should more discriminating be used first?,2001,38,"During computerized adaptive testing (CAT), items are selected continuously according to the test-taker's estimated ability. The traditional method of attaining the highest efficiency in ability estimation is to select items of maximum Fisher information at the currently estimated ability. Test security has become a problem because high-discrimination items are more likely to be selected and become overexposed. So, there seems to be a tradeoff between high efficiency in ability estimations and balanced usage of items. This series of four studies with simulated data addressed the dilemma by focusing on the notion of whether more or less discriminating items should be used first in CAT. The first study demonstrated that the common maximum information method with Sympson and Hetter (1985) control resulted in the use of more discriminating items first. The remaining studies showed that using items in the reverse order (i.e., less discriminating items first), as described in Chang and Ying's (1999) stratified method had potential advantages: (a) a more balanced item usage and (b) a relatively stable resultant item pool structure with easy and inexpensive management: This stratified method may have ability-estimation efficiency better than or close to that of other methods, particularly for operational item pools when retired items cannot be totally replenished with similar highly discriminating items. It is argued that the judicious selection of items, as in the stratified method, is a more active control of item exposure, which can successfully even out the usage of all items.","['item', 'selection', 'computerized', 'adaptive', 'testing', 'discriminating']","['item', 'selection', 'computerized', 'adaptive', 'testing', 'discriminating']",item selection computerized adaptive testing discriminating
Clauser B.E.; Swanson D.B.; Harik P.,Multivariate generalizability analysis of the impact of training and examinee performance information on judgments made in an Angoff-style standard-setting procedure,2002,39,"Cut scores, estimated using the Angoff procedure, are routinely used to make high-stakes classification decisions based on examinee scores. Precision is necessary in estimation of cut scores because of the importance of these decisions. Although much has been written about how these procedures should be implemented, there is relatively little literature providing empirical support for specific approaches to providing training and feedback to standard-setting judges. This article presents a multivariate generalizability analysis designed to examine the impact of training and feedback on various sources of error in estimation of cut scores for a standard-setting procedure in which multiple independent groups completed the judgments. The results indicate that after training, there was little improvement in the ability of judges to rank order items by difficulty but there was a substantial improvement in inter-judge consistency in centering ratings. The results also show a substantial group effect. Consistent with this result, the direction of change for the estimated cut score was shown to be group dependent.","['multivariate', 'generalizability', 'analysis', 'impact', 'training', 'examinee', 'performance', 'information', 'judgment', 'Angoffstyle', 'standardsetting', 'procedure']","['multivariate', 'generalizability', 'analysis', 'impact', 'training', 'examinee', 'performance', 'information', 'judgment', 'angoffstyle', 'standardsetting', 'procedure']",multivariate generalizability analysis impact training examinee performance information judgment angoffstyle standardsetting procedure
Gierl M.J.; Khaliq S.N.,Identifying sources of differential item and bundle functioning on translated achievement tests: A confirmatory analysis,2001,38,"Increasingly, tests are being translated and adapted into different languages. Differential item functioning (DIF) analyses are often used to identify non-equivalent items across language groups. However, few studies have focused on understanding why some translated items produce DIF. The purpose of the current study is to identify sources of differential item and bundle functioning on translated achievement tests using substantive and statistical analyses. A substantive analysis of existing DIF items was conducted by an 11-member committee of testing specialists. In their review, four sources of translation DIF were identified. Two certified translators used these four sources to categorize a new set of DIF items from Grade 6 and 9 Mathematics and Social Studies Achievement Tests. Each item was associated with a specific source of translation DIF and each item was anticipated to favor a specific group of examinees. Then, a statistical analysis was conducted on the items in each category using SIBTEST. The translators sorted the mathematics DIF items into three sources, and they correctly predicted the group that would he favored for seven of the eight items or bundles of items across two grade levels. The translators sorted the social studies DIF items into four sources, and they correctly predicted the group that would be favored for eight of the 13 items or bundles of items across two grade levels. The majority of items in mathematics and social studies were associated with differences in the words, expressions, or sentence structure of items that are not inherent to the language and/or culture. By combining substantive and statistical DIF analyses, researchers can study the sources of DIF and create a body of confirmed DIF hypotheses that may be used to develop guidelines and test construction principles for reducing DIF on translated tests.","['identify', 'source', 'differential', 'item', 'bundle', 'function', 'translate', 'achievement', 'test', 'confirmatory', 'analysis']","['identify', 'source', 'differential', 'item', 'bundle', 'function', 'translate', 'achievement', 'test', 'confirmatory', 'analysis']",identify source differential item bundle function translate achievement test confirmatory analysis
Vispoel W.P.; Hendrickson A.B.; Bleiler T.,Limiting answer review and change on computerized adaptive vocabulary tests: Psychometric and attitudinal results,2000,37,"Previous simulation studies of computerized adaptive tests (CATs) have revealed that the validity and precision of proficiency estimates can be maintained when review opportunities are limited to items within successive blocks. Our purpose in this study was to evaluate the effectiveness of CATs with such restricted review options in a live testing setting. Vocabulary CATs were compared under four conditions: (a) no item review allowed, (b) review allowed only within successive 5-item blocks, (c) review allowed only within successive 10-item blocks, and (d) review allowed only after answering all 40 items. Results revealed no trustworthy differences among conditions in vocabulary proficiency estimates, measurement error, or testing time. Within each review condition, ability estimates and number correct scores increased slightly after review, more answers were changed from wrong to right than from right to wrong, most examinees who changed answers improved proficiency estimates by doing so, and nearly all examinees indicated that they had an adequate opportunity to review their previous answers. These results suggest that restricting review opportunities on CATs may provide a viable way to satisfy examinee desires, maintain validity and measurement precision, and keep testing time at acceptable levels.","['limit', 'answer', 'review', 'change', 'computerized', 'adaptive', 'vocabulary', 'test', 'psychometric', 'attitudinal', 'result']","['limit', 'answer', 'review', 'change', 'computerized', 'adaptive', 'vocabulary', 'test', 'psychometric', 'attitudinal', 'result']",limit answer review change computerized adaptive vocabulary test psychometric attitudinal result
Caruso J.C.; Witkiewitz K.,Increasing the reliability of ability-achievement difference scores: An example using the Kaufman assessment battery for children,2002,39,"In this study, we focused on increasing the reliability of ability-achievement difference scores using the Kaufman Assessment Battery for Children (KABC) as an example. Ability-achievement difference scores are often used as indicators of learning disabilities, but when they are derived from traditional equally weighted ability and achievement scores, they have suboptimal psychometric properties because of the high correlations between the scores. As an alternative to equally weighted difference scores, we examined an orthogonal reliable component analysis (RCA) solution and an oblique principal component analysis (PCA) solution for the standardization sample of the KABC (among 5- to 12-year-olds). The components were easily identifiable as the simultaneous processing, sequential processing, and achievement constructs assessed by the KABC. As judged via the score intercorrelations, all three types of scores had adequate convergent validity, while the orthogonal RCA scores had superior discriminant validity, followed by the oblique PCA scores. Differences between the orthogonal RCA scores were more reliable than differences between the oblique PCA scores, which were in turn more reliable than differences between the traditional equally weighted scores. The increased reliability with which the KABC differences are assessed with the orthogonal RCA method has important practical implications, including narrower confidence intervals around difference scores used in individual administrations of the KABC.","['increase', 'reliability', 'abilityachievement', 'difference', 'score', 'example', 'Kaufman', 'assessment', 'battery', 'child']","['increase', 'reliability', 'abilityachievement', 'difference', 'score', 'example', 'kaufman', 'assessment', 'battery', 'child']",increase reliability abilityachievement difference score example kaufman assessment battery child
Clauser B.E.; Harik P.; Clyman S.G.,The generalizability of scores for a performance assessment scored with a computer-automated scoring system,2000,37,"When performance assessments are delivered and scored by computer, the costs of scoring may be substantially lower than those of scoring the same assessment based on expert review of the individual performances. Computerized scoring algorithms also ensure that the scoring rules are implemented precisely and uniformly. Such computerized algorithms represent an effort to encode the scoring policies of experts. This raises the question, would a different group of experts have produced a meaningfully different algorithm? The research reported in this paper uses generalizability theory to assess the impact of using independent, randomly equivalent groups of experts to develop the scoring algorithms for a set of computer-simulation tasks designed to measure physicians' patient management skills. The results suggest that the impact of this ""expert group"" effect may be significant but that it can be controlled with appropriate test development strategies. The appendix presents multivariate generalizability analysis to examine the stability of the assessed proficiency across scores representing the scoring policies of different groups of experts.","['generalizability', 'score', 'performance', 'assessment', 'score', 'computerautomated', 'scoring', 'system']","['generalizability', 'score', 'performance', 'assessment', 'score', 'computerautomated', 'scoring', 'system']",generalizability score performance assessment score computerautomated scoring system
Spray J.A.; Huang C.-Y.,Obtaining test blueprint weights from job analysis surveys,2000,37,"A method for combining multiple scale responses from job or task surveys based on a hierarchical ranking scheme is presented. A rationale for placing the resulting ordinal information onto an interval scale of measurement using the Rasch Rating Scale Model is also provided. After a simple linear transformation, the item or task parameter estimates can be used to obtain item weights to be used in constructing test blueprints. Prior weights can then be used to modify the item weights after data collection, based either on content balancing requirements or Bayesian prior content weights from SMEs (subject matter experts). Finally, a method is suggested to link two or more surveys, again using the Rasch Rating Scale Model and the computer program, Bigsteps, when it is desirable to shorten the length of the typical job or task survey.","['obtain', 'test', 'blueprint', 'weight', 'job', 'analysis', 'survey']","['obtain', 'test', 'blueprint', 'weight', 'job', 'analysis', 'survey']",obtain test blueprint weight job analysis survey
Sykes R.C.; Yen W.M.,The scaling of mixed-item-format tests with the one-parameter and two-parameter partial credit models,2000,37,"Item response theory scalings were conducted for six tests with mixed item formats. These tests differed in their proportions of constructed response (c.r.) and multiple choice (m.c.) items and in overall difficulty. The scalings included those based on scores for the c.r. items that had maintained the number of levels as the item rubrics, either produced from single ratings or multiple ratings that were averaged and rounded to the nearest integer, as well as scalings for a single form of c.r. items obtained by summing multiple ratings. A one-parameter (1PPC) or two-parameter (2PPC) partial credit model was used for the c.r. items and the one-parameter logistic (1PL) or three-parameter logistic (3PL) model for the m.c. items. Item fit was substantially worse with the combination 1PL/1PPC model than the 3PL/2PPC model due to the former's restrictive assumptions that there would be no guessing on the m.c. items and equal item discrimination across items and item types. The presence of varying item discriminations resulted in the 1PL/1PPC model producing estimates of item information that could be spuriously inflated for c.r. items that had three or more score levels. Information for some items with summed ratings were usually overestimated by 300% or more for the 1PL/1PPC model. These inflated information values resulted in under-estimated standard errors of ability estimates. The constraints posed by the restricted model suggests limitations on the testing contexts in which the 1PL/1PPC model can be accurately applied.","['scaling', 'mixeditemformat', 'test', 'oneparameter', 'twoparameter', 'partial', 'credit']","['scaling', 'mixeditemformat', 'test', 'oneparameter', 'twoparameter', 'partial', 'credit']",scaling mixeditemformat test oneparameter twoparameter partial credit
Sotaridona L.S.; Meijer R.R.,Statistical properties of the K-index for detecting answer copying,2002,39,"We investigated the statistical properties of the K-index (Holland, 1996) that can be used to detect copying behavior on a test. A simulation study was conducted to investigate the applicability of the K-index for small, medium, and large datasets. Furthermore, the Type I error rate and the detection rate of this index were compared with the copying index, ω (Wollack, 1997). Several approximations were used to calculate the K-index. Results showed that all approximations were able to hold the Type I error rates below the nominal level. Results further showed that using co resulted in higher detection rates than the K-indices for small and medium sample sizes (100 and 500 simulees).","['statistical', 'property', 'Kindex', 'detect', 'answer', 'copying']","['statistical', 'property', 'kindex', 'detect', 'answer', 'copying']",statistical property kindex detect answer copying
Plake B.S.; Impara J.C.; Irwin P.M.,Consistency of Angoff-based predictions of item performance: Evidence of technical quality of results from the angoff standard setting method,2000,37,"Judgmental standard-setting methods, such as the Angoff (1971) method, use item performance estimates as the basis for determining the minimum passing score (MPS).Therefore, the accuracy of these item performance estimates is crucial to the validity of the resulting MPS. Recent researchers (Shepard, 1995: Impara & Plake, 1998; National Research Council, 1999) have called into question the ability of judges to make accurate item performance estimates for target subgroups of candidates, such as minimally competent candidates. The purpose of this study was to examine the intra-and inter-rater consistency of item performance estimates from an Angoff standard setting. Results provide evidence that item perforperformance estimates were consistent within and across panels within and across years. Factors that might have influenced this high degree of reliability in the item performance estimates in a standard setting study are discussed.","['consistency', 'Angoffbased', 'prediction', 'item', 'performance', 'Evidence', 'technical', 'quality', 'result', 'angoff', 'standard', 'setting', 'method']","['consistency', 'angoffbased', 'prediction', 'item', 'performance', 'evidence', 'technical', 'quality', 'result', 'angoff', 'standard', 'setting', 'method']",consistency angoffbased prediction item performance evidence technical quality result angoff standard setting method
Cohen J.; Snow S.,Impact of changing difficulty on inferences from the national assessment of educational progress,2002,39,"The U.S. Department of Education measures student achievement through the National Assessment of Educational Progress (NAEP). NAEP estimates of population proficiency quantiles are based on a Bayesian multiple-imputation procedure. This article shows (a) that the resulting estimates depend directly on the mix of item difficulties on the test, and (b) the difficulty of items on the NAEP mathematics exam has increased over time. Does the increasing difficulty of the exam lead to observable changes in student performance over time? This study compared the simulated performance of 1990 examinees on the easier 1990 exam and the more difficult 1996 exam. No significant differences were found. While our results instill confidence that these changes have not impacted the NAEP trend line, our findings are both data-specific and limited in scope, and NAEP should carefully evaluate future adjustments to the test in this manner.","['impact', 'change', 'difficulty', 'inference', 'national', 'assessment', 'educational', 'progress']","['impact', 'change', 'difficulty', 'inference', 'national', 'assessment', 'educational', 'progress']",impact change difficulty inference national assessment educational progress
Wainer H.; Sheehan K.M.; Wang X.,Some paths toward making praxis scores more useful,2000,37,"In this study we describe an analytic method for aiding in the generation of subscales that characterize the deep structure of tests. In addition we also derive a procedure for estimating scores for these scales that are much more statistically stable than subscores computed solely from the items that are contained on that scale. These scores achieve their stability through augmentation with information from other related information on the test. These methods were used to complement each other on a data set obtained from a Praxis administration. We found that the deep structure of the test yielded ten subscales and that, because the test was essentially unidimensional, ten subscores could be computed, all with very high reliability. This result was contrasted with the calculation of six traditional subscales based on surface features of the items. These subscales also yielded augmented subscores of high reliability.","['path', 'praxis', 'score', 'useful']","['path', 'praxis', 'score', 'useful']",path praxis score useful
Dorans N.J.; Holland P.W.,Population invariance and the equatability of tests: Basic theory and the linear case,2000,37,"How does the fact that two tests should not be equated manifest itself? This paper addresses this question through the study of the degree to which equating functions fail to exhibit population invariance across subpopulations. Equating functions are supposed to be population invariant by definition. But, when two tests are not equatable, it is possible that the linking functions, used to connect the scores of one to the scores of the other, are not invariant across different populations of examinees. While no acceptable equating function is ever completely population invariant, in the situations where equating is usually performed we believe that the dependence of the equating function on the population used to compute it is usually small enough to be ignored. We introduce two root-mean-square difference measures of the degree to which the functions used to link two tests computed on different subpopulations differ from the linking function computed for the whole population. We also introduce the system of ""parallel-linear"" linking functions for multiple subpopulations and show that, for this system, our measure of population invariance can be computed easily from the standardized mean differences between the scores of the subpopulations on the two tests. For the parallel-linear case, we develop a correlation-based upper bound on our measure that holds for all systems of subpopulations. We illustrate these ideas using data from the SAT I and from a concordance study of several combinations of ACT and SAT I scores. In the appendices, we give some theoretical results bearing on the other equating ""requirements"" of ""same construct,"" ""same reliability"" and one aspect of Lord's concept of equity.","['population', 'invariance', 'equatability', 'test', 'basic', 'theory', 'linear', 'case']","['population', 'invariance', 'equatability', 'test', 'basic', 'theory', 'linear', 'case']",population invariance equatability test basic theory linear case
Congdon P.J.; McQueen J.,The stability of rater severity in large-scale assessment programs,2000,37,"The purpose of this study was to investigate the stability of rater severity over an extended rating period. Multifaceted Rasch analysis was applied to ratings of 16 raters on writing performances of 8,285 elementary school students. Each performance was rated by two trained raters over a period of seven rating days. Performances rated on the first day were re-rated at the end of the rating period. Statistically significant differences between raters were found within each day and in all days combined. Daily estimates of the relative severity of individual raters were found to differ significantly from single, on-average estimates for the whole rating period. For 10 raters, severity estimates on the last day were significantly different from estimates on the first day. These findings cast doubt on the practice of using a single calibration of rater severity as the basis for adjustment of person measures.","['stability', 'rater', 'severity', 'largescale', 'assessment', 'program']","['stability', 'rater', 'severity', 'largescale', 'assessment', 'program']",stability rater severity largescale assessment program
Jodoin M.G.,Measurement efficiency of innovative item formats in computer-based testing,2003,40,"The psychometric literature provides little empirical evaluation of examinee test data to assess essential psychometric properties of innovative items. In this study, examinee responses to conventional (e.g., multiple choice) and innovative item formats in a computer-based testing program were analyzed for IRT information with the three-parameter and graded response models. The innovative item types considered in this study provided more information across all levels of ability than multiple-choice items. In addition, accurate timing data captured via computer administration were analyzed to consider the relative efficiency of the multiple choice and innovative item types. As with previous research, multiple-choice items provide more information per unit time. Implications for balancing policy, psychometric, and pragmatic factors in selecting item formats are also discussed.","['efficiency', 'innovative', 'item', 'format', 'computerbase', 'testing']","['efficiency', 'innovative', 'item', 'format', 'computerbase', 'testing']",efficiency innovative item format computerbase testing
