Authors,Title,Year,Volume,T_tokens_,T_tokens,T_tokens_join
HARTNETT R.T.,A NOTE ON THE COMPARABILITY OF ALTERNATIVE SCORING METHODS FOR THE INSTITUTIONAL FUNCTIONING INVENTORY,1971,8,"['note', 'COMPARABILITY', 'alternative', 'SCORING', 'METHODS', 'institutional', 'function', 'INVENTORY']","['note', 'comparability', 'alternative', 'scoring', 'methods', 'institutional', 'function', 'inventory']",note comparability alternative scoring methods institutional function inventory
SHAVELSON R.J.; BLOCK J.H.; RAVITCH M.M.,CRITERION‐REFERENCED TESTING: COMMENTS ON RELIABILITY,1972,9,"['criterion‐referenced', 'testing', 'comment', 'RELIABILITY']","['criterion‐referenced', 'testing', 'comment', 'reliability']",criterion‐referenced testing comment reliability
DARLINGTON R.B.,ANOTHER LOOK AT “CULTURAL FAIRNESS”,1971,8,"['look', '""', 'cultural', 'FAIRNESS', '""']","['look', '""', 'cultural', 'fairness', '""']","look "" cultural fairness """
MERWIN J.C.,EDUCATIONAL MEASUREMENT OF WHAT CHARACTERISTIC OF WHOM (OR WHAT) BY WHOM AND WHY,1973,10,"['educational', 'CHARACTERISTIC', 'WHOM']","['educational', 'characteristic', 'whom']",educational characteristic whom
LIVINGSTON S.A.,"REPLY TO SHAVELSON, BLOCK, AND RAVITCH'S “CRITERION‐REFERENCED TESTING: COMMENTS ON RELIABILITY”",1972,9,"['reply', 'shavelson', 'block', 'RAVITCHS', '""', 'CRITERION‐REFERENCED', 'testing', 'comment', 'RELIABILITY', '""']","['reply', 'shavelson', 'block', 'ravitchs', '""', 'criterion‐referenced', 'testing', 'comment', 'reliability', '""']","reply shavelson block ravitchs "" criterion‐referenced testing comment reliability """
MULLER D.; CALHOUN E.; ORLING R.,TEST RELIABILITY AS A FUNCTION OF ANSWER SHEET MODE,1972,9,"['test', 'RELIABILITY', 'function', 'ANSWER', 'SHEET', 'MODE']","['test', 'reliability', 'function', 'answer', 'sheet', 'mode']",test reliability function answer sheet mode
LIVINGSTON S.A.,A REPLY TO HARRIS “AN INTERPRETATION OF LIVINGSTON'S RELIABILITY COEFFICIENT FOR CRITERION‐REFERENCED TESTS”,1972,9,"['reply', 'HARRIS', '""', 'interpretation', 'livingston', 'RELIABILITY', 'COEFFICIENT', 'criterion‐referenced', 'test', '""']","['reply', 'harris', '""', 'interpretation', 'livingston', 'reliability', 'coefficient', 'criterion‐referenced', 'test', '""']","reply harris "" interpretation livingston reliability coefficient criterion‐referenced test """
McMORRIS R.F.,EVIDENCE ON THE QUALITY OF SEVERAL APPROXIMATIONS FOR COMMONLY USED MEASUREMENT STATISTICS,1972,9,"['evidence', 'QUALITY', 'APPROXIMATIONS', 'COMMONLY', 'statistics']","['evidence', 'quality', 'approximations', 'commonly', 'statistics']",evidence quality approximations commonly statistics
RAMSEYER G.C.; CASHEN V.M.,THE EFFECT OF PRACTICE SESSIONS ON THE USE OF SEPARATE ANSWER SHEETS BY FIRST AND SECOND GRADERS,1971,8,"['effect', 'practice', 'session', 'separate', 'answer', 'sheets', 'second', 'grader']","['effect', 'practice', 'session', 'separate', 'answer', 'sheets', 'second', 'grader']",effect practice session separate answer sheets second grader
McMORRIS R.F.; BROWN J.A.; SNYDER G.W.; PRUZEK R.M.,EFFECTS OF VIOLATING ITEM CONSTRUCTION PRINCIPLES,1972,9,"['effect', 'violate', 'ITEM', 'construction', 'principle']","['effect', 'violate', 'item', 'construction', 'principle']",effect violate item construction principle
EBEL R.L.,EVALUATION AND EDUCATIONAL OBJECTIVES,1973,10,"['EVALUATION', 'EDUCATIONAL', 'objective']","['evaluation', 'educational', 'objective']",evaluation educational objective
STALLINGS W.M.; GILLMORE G.M.,A NOTE ON “ACCURACY” AND “PRECISION”,1971,8,"['note', 'ON', '""', 'ACCURACY', '""', '""', 'precision', '""']","['note', 'on', '""', 'accuracy', '""', '""', 'precision', '""']","note on "" accuracy "" "" precision """
FORSYTH R.A.,SOME EMPIRICAL RESULTS RELATED TO THE STABILITY OF PERFORMANCE INDICATORS IN DYER'S STUDENT CHANGE MODEL OF AN EDUCATIONAL SYSTEM,1973,10,"['EMPIRICAL', 'result', 'relate', 'STABILITY', 'performance', 'indicator', 'DYERS', 'student', 'change', 'EDUCATIONAL', 'system']","['empirical', 'result', 'relate', 'stability', 'performance', 'indicator', 'dyers', 'student', 'change', 'educational', 'system']",empirical result relate stability performance indicator dyers student change educational system
DIAMOND J.J.; EVANS W.J.,AN INVESTIGATION OF THE COGNITIVE CORRELATES OF TEST‐WISENESS,1972,9,"['investigation', 'COGNITIVE', 'correlate', 'test‐wiseness']","['investigation', 'cognitive', 'correlate', 'test‐wiseness']",investigation cognitive correlate test‐wiseness
MENNE J.W.; TOLSMA R.J.,A DISCRIMINATION INDEX FOR ITEMS IN INSTRUMENTS USING GROUP RESPONSES,1971,8,"['discrimination', 'INDEX', 'items', 'instrument', 'GROUP', 'response']","['discrimination', 'index', 'items', 'instrument', 'group', 'response']",discrimination index items instrument group response
REILING E.; TAYLOR R.,A NEW APPROACH TO THE PROBLEM OF CHANGING INITIAL RESPONSES TO MULTIPLE CHOICE QUESTIONS,1972,9,"['new', 'approach', 'problem', 'change', 'initial', 'response', 'multiple', 'choice', 'question']","['new', 'approach', 'problem', 'change', 'initial', 'response', 'multiple', 'choice', 'question']",new approach problem change initial response multiple choice question
LIVINGSTON S.A.,A NOTE ON THE INTERPRETATION OF THE CRITERION‐REFERENCED RELIABILITY COEFFICIENT,1973,10,"['note', 'interpretation', 'CRITERION‐REFERENCED', 'RELIABILITY', 'COEFFICIENT']","['note', 'interpretation', 'criterion‐referenced', 'reliability', 'coefficient']",note interpretation criterion‐referenced reliability coefficient
BARCIKOWSKI R.S.,A MONTE CARLO STUDY OF ITEM SAMPLING (VERSUS TRADITIONAL SAMPLING) FOR NORM CONSTRUCTION,1972,9,"['MONTE', 'CARLO', 'study', 'ITEM', 'SAMPLING', 'versus', 'TRADITIONAL', 'sampling', 'NORM', 'construction']","['monte', 'carlo', 'study', 'item', 'sampling', 'versus', 'traditional', 'sampling', 'norm', 'construction']",monte carlo study item sampling versus traditional sampling norm construction
HUCK S.W.; BOWERS N.D.,ITEM DIFFICULTY LEVEL AND SEQUENCE EFFECTS IN MULTIPLE‐CHOICE ACHIEVEMENT TESTS,1972,9,"['ITEM', 'DIFFICULTY', 'LEVEL', 'sequence', 'effect', 'MULTIPLE‐CHOICE', 'achievement', 'test']","['item', 'difficulty', 'level', 'sequence', 'effect', 'multiple‐choice', 'achievement', 'test']",item difficulty level sequence effect multiple‐choice achievement test
SABERS D.L.; KLAUSMEIER R.D.,ACCURACY OF SHORT‐CUT ESTIMATES FOR STANDARD DEVIATION,1971,8,"['ACCURACY', 'short‐cut', 'estimate', 'standard', 'deviation']","['accuracy', 'short‐cut', 'estimate', 'standard', 'deviation']",accuracy short‐cut estimate standard deviation
BOLEA A.S.; FELKER D.W.; BARNES M.D.,A PICTORIAL SELF‐CONCEPT SCALE FOR CHILDREN IN K‐4,1971,8,"['PICTORIAL', 'SELF‐CONCEPT', 'SCALE', 'child', 'k‐4']","['pictorial', 'self‐concept', 'scale', 'child', 'k‐4']",pictorial self‐concept scale child k‐4
LINDSAY C.A.; PRICHARD M.A.,AN ANALYTICAL PROCEDURE FOR THE EQUIPERCENTILE METHOD OF EQUATING TESTS,1971,8,"['ANALYTICAL', 'procedure', 'EQUIPERCENTILE', 'METHOD', 'EQUATING', 'test']","['analytical', 'procedure', 'equipercentile', 'method', 'equating', 'test']",analytical procedure equipercentile method equating test
BIGGS J.B.; BRAUN P.H.,MODELS OF EVALUATION AND THEIR RELATION TO STUDENT CHARACTERISTICS,1972,9,"['evaluation', 'RELATION', 'student', 'CHARACTERISTICS']","['evaluation', 'relation', 'student', 'characteristics']",evaluation relation student characteristics
HENDRICKSON G.F.,THE EFFECT OF DIFFERENTIAL OPTION WEIGHTING ON MULTIPLE‐CHOICE OBJECTIVE TESTS,1971,8,"['effect', 'differential', 'option', 'weighting', 'ON', 'MULTIPLE‐CHOICE', 'objective', 'test']","['effect', 'differential', 'option', 'weighting', 'on', 'multiple‐choice', 'objective', 'test']",effect differential option weighting on multiple‐choice objective test
PHILLIPS B.N.,SCHOOL STRESS AS A FACTOR IN CHILDREN'S RESPONSES TO TESTS AND TESTING,1971,8,"['school', 'stress', 'factor', 'childrens', 'response', 'test', 'test']","['school', 'stress', 'factor', 'childrens', 'response', 'test', 'test']",school stress factor childrens response test test
SOLOMON A.,THE EFFECT OF ANSWER SHEET FORMAT ON TEST PERFORMANCE BY CULTURALLY DISADVANTAGED FOURTH GRADE ELEMENTARY SCHOOL PUPILS,1971,8,"['effect', 'ANSWER', 'SHEET', 'FORMAT', 'ON', 'test', 'performance', 'CULTURALLY', 'DISADVANTAGED', 'FOURTH', 'GRADE', 'ELEMENTARY', 'SCHOOL', 'PUPILS']","['effect', 'answer', 'sheet', 'format', 'on', 'test', 'performance', 'culturally', 'disadvantaged', 'fourth', 'grade', 'elementary', 'school', 'pupils']",effect answer sheet format on test performance culturally disadvantaged fourth grade elementary school pupils
LIVINGSTON S.A.,CRITERION‐REFERENCED APPLICATIONS OF CLASSICAL TEST THEORY,1972,9,"['criterion‐referenced', 'application', 'CLASSICAL', 'test', 'THEORY']","['criterion‐referenced', 'application', 'classical', 'test', 'theory']",criterion‐referenced application classical test theory
WOLFE J.M.,A SIMPLE METHOD OF CALCULATING THE COEFFICIENT OF CORRELATION,1971,8,"['SIMPLE', 'METHOD', 'calculate', 'COEFFICIENT', 'correlation']","['simple', 'method', 'calculate', 'coefficient', 'correlation']",simple method calculate coefficient correlation
COLE N.S.,BIAS IN SELECTION,1973,10,"['bias', 'selection']","['bias', 'selection']",bias selection
BREWER J.K.; OWEN P.W.,A NOTE ON THE POWER OF STATISTICAL TESTS IN THE JOURNAL OF EDUCATIONAL MEASUREMENT,1973,10,"['note', 'power', 'statistical', 'test', 'JOURNAL', 'EDUCATIONAL']","['note', 'power', 'statistical', 'test', 'journal', 'educational']",note power statistical test journal educational
SLOTNICK H.B.,TOWARD A THEORY OF COMPUTER ESSAY GRADING,1972,9,"['theory', 'COMPUTER', 'ESSAY', 'GRADING']","['theory', 'computer', 'essay', 'grading']",theory computer essay grading
SHOEMAKER D.M.,FURTHER RESULTS ON THE STANDARD ERRORS OF ESTIMATE ASSOCIATED WITH ITEM‐EXAMINEE SAMPLING PROCEDURES,1971,8,"['result', 'standard', 'ERRORS', 'estimate', 'associate', 'ITEM‐EXAMINEE', 'SAMPLING', 'PROCEDURES']","['result', 'standard', 'errors', 'estimate', 'associate', 'item‐examinee', 'sampling', 'procedures']",result standard errors estimate associate item‐examinee sampling procedures
JUDY C.J.,A PROPOSED TECHNIQUE FOR IMPROVING PREDICTION OF COLLEGE GRADES USING MORE INFORMATION FROM THE HIGH SCHOOL RECORD,1971,8,"['proposed', 'TECHNIQUE', 'improve', 'PREDICTION', 'COLLEGE', 'GRADES', 'MORE', 'information', 'high', 'SCHOOL', 'record']","['proposed', 'technique', 'improve', 'prediction', 'college', 'grades', 'more', 'information', 'high', 'school', 'record']",proposed technique improve prediction college grades more information high school record
HARRIS W.S.,AGREEMENT AMONG NCME MEMBERS ON SELECTED ISSUES IN EDUCATIONAL MEASUREMENT,1973,10,"['agreement', 'NCME', 'member', 'ON', 'SELECTED', 'ISSUES', 'EDUCATIONAL']","['agreement', 'ncme', 'member', 'on', 'selected', 'issues', 'educational']",agreement ncme member on selected issues educational
"MITCHELL J.V., JR.",THE INFLUENCE OF A DESIRABILITY HALO EFFECT ON RATINGS OF INSTITUTIONAL ENVIRONMENT,1973,10,"['influence', 'DESIRABILITY', 'HALO', 'effect', 'ON', 'RATINGS', 'INSTITUTIONAL', 'ENVIRONMENT']","['influence', 'desirability', 'halo', 'effect', 'on', 'ratings', 'institutional', 'environment']",influence desirability halo effect on ratings institutional environment
HOGAN T.P.,PREDICTION OF WITHIN‐SCHOOL SYSTEM VARIANCE IN TEST SCORES FROM WITHIN‐COMMUNITY VARIANCE IN SOCIOECONOMIC STATUS,1972,9,"['prediction', 'WITHIN‐SCHOOL', 'SYSTEM', 'VARIANCE', 'test', 'SCORES', 'WITHIN‐COMMUNITY', 'VARIANCE', 'SOCIOECONOMIC', 'STATUS']","['prediction', 'within‐school', 'system', 'variance', 'test', 'scores', 'within‐community', 'variance', 'socioeconomic', 'status']",prediction within‐school system variance test scores within‐community variance socioeconomic status
LEWY A.,DISCRIMINATION AMONG INDIVIDUALS V. DISCRIMINATION AMONG GROUPS,1973,10,"['discrimination', 'individual', 'v', 'discrimination', 'GROUPS']","['discrimination', 'individual', 'v', 'discrimination', 'groups']",discrimination individual v discrimination groups
NIEDERMEYER F.C.; SULLIVAN H.J.,DIFFERENTIAL EFFECTS OF INDIVIDUAL AND GROUP TESTING STRATEGIES IN AN OBJECTIVES‐BASED INSTRUCTIONAL PROGRAM,1972,9,"['differential', 'effect', 'INDIVIDUAL', 'GROUP', 'test', 'strategy', 'OBJECTIVES‐BASED', 'INSTRUCTIONAL', 'program']","['differential', 'effect', 'individual', 'group', 'test', 'strategy', 'objectives‐based', 'instructional', 'program']",differential effect individual group test strategy objectives‐based instructional program
WIERSMA W.,A CROSS‐NATIONAL COMPARISON OF ACADEMIC AND AFFECTIVE CHARACTERISTICS OF PROSPECTIVE SECONDARY SCHOOL TEACHERS,1972,9,"['cross‐national', 'comparison', 'academic', 'AFFECTIVE', 'CHARACTERISTICS', 'PROSPECTIVE', 'SECONDARY', 'SCHOOL', 'teacher']","['cross‐national', 'comparison', 'academic', 'affective', 'characteristics', 'prospective', 'secondary', 'school', 'teacher']",cross‐national comparison academic affective characteristics prospective secondary school teacher
AYRER J.E.; McNAMARA T.C.,SURVEY TESTING ON AN OUT‐OF‐LEVEL BASIS,1973,10,"['survey', 'testing', 'out‐of‐level', 'BASIS']","['survey', 'testing', 'out‐of‐level', 'basis']",survey testing out‐of‐level basis
SONTAG M.; PEDHAZUR E.,DIMENSIONS OF EDUCATIONAL ATTITUDES: FACTORIAL CONGRUENCE OF TWO SCALES,1972,9,"['dimension', 'EDUCATIONAL', 'ATTITUDES', 'FACTORIAL', 'CONGRUENCE', 'scale']","['dimension', 'educational', 'attitudes', 'factorial', 'congruence', 'scale']",dimension educational attitudes factorial congruence scale
GILMAN D.A.; FERRY P.,INCREASING TEST RELIABILITY THROUGH SELF‐SCORING PROCEDURES,1972,9,"['increase', 'test', 'RELIABILITY', 'SELF‐SCORING', 'PROCEDURES']","['increase', 'test', 'reliability', 'self‐scoring', 'procedures']",increase test reliability self‐scoring procedures
O'REILLY R.P.; WlGHTMAN L.E.,IMPROVING THE IDENTIFICATION OF ANXIOUS ELEMENTARY SCHOOL CHILDREN THROUGH THE USE OF AN ADJUSTED ANXIETY SCALE,1971,8,"['improve', 'identification', 'ANXIOUS', 'ELEMENTARY', 'SCHOOL', 'child', 'USE', 'adjust', 'ANXIETY', 'SCALE']","['improve', 'identification', 'anxious', 'elementary', 'school', 'child', 'use', 'adjust', 'anxiety', 'scale']",improve identification anxious elementary school child use adjust anxiety scale
SCHUTZ R.E.,"THE ROLE OF MEASUREMENT IN EDUCATION: SERVANT, SOULMATE, STOOLPIGEON, STATESMAN, SCAPEGOAT, ALL OF THE ABOVE, AND/OR NONE OF THE ABOVE",1971,8,"['ROLE', 'MEASUREMENT', 'EDUCATION', 'SERVANT', 'SOULMATE', 'STOOLPIGEON', 'STATESMAN', 'SCAPEGOAT', 'ALL', 'ABOVE', 'andor', 'ABOVE']","['role', 'measurement', 'education', 'servant', 'soulmate', 'stoolpigeon', 'statesman', 'scapegoat', 'all', 'above', 'andor', 'above']",role measurement education servant soulmate stoolpigeon statesman scapegoat all above andor above
COCKRIEL I.W.,SOCIOMETRIC STATUS SCORES: A COMPARISON OF JAMRICH VALUES WITH CONVENTIONAL SCALES,1972,9,"['SOCIOMETRIC', 'STATUS', 'SCORES', 'comparison', 'jamrich', 'value', 'CONVENTIONAL', 'scale']","['sociometric', 'status', 'scores', 'comparison', 'jamrich', 'value', 'conventional', 'scale']",sociometric status scores comparison jamrich value conventional scale
EVANS F.R.; REILLY R.R.,A STUDY OF SPEEDEDNESS AS A SOURCE OF TEST BIAS,1972,9,"['study', 'speededness', 'source', 'test', 'BIAS']","['study', 'speededness', 'source', 'test', 'bias']",study speededness source test bias
Tuinman J.J.; Farr R.; Blanton B.E.,INCREASES IN TEST SCORES AS A FUNCTION OF MATERIAL REWARDS,1972,9,"['increase', 'test', 'SCORES', 'function', 'material', 'REWARDS']","['increase', 'test', 'scores', 'function', 'material', 'rewards']",increase test scores function material rewards
PREDIGER D.J.,CONVERTING TEST DATA TO COUNSELING INFORMATION: SYSTEM TRIAL‐WITH FEEDBACK,1971,8,"['convert', 'test', 'datum', 'counseling', 'information', 'SYSTEM', 'trial‐with', 'FEEDBACK']","['convert', 'test', 'datum', 'counseling', 'information', 'system', 'trial‐with', 'feedback']",convert test datum counseling information system trial‐with feedback
STAFFORD R.E.,THE SPEEDEDNESS QUOTIENT: A NEW DESCRIPTIVE STATISTIC FOR TESTS,1971,8,"['speededness', 'quotient', 'new', 'descriptive', 'STATISTIC', 'test']","['speededness', 'quotient', 'new', 'descriptive', 'statistic', 'test']",speededness quotient new descriptive statistic test
BAKER E.L.,THE EFFECTS OF MANIPULATED ITEM WRITING CONSTRAINTS ON THE HOMOGENEITY OF TEST ITEMS,1971,8,"['effect', 'manipulated', 'ITEM', 'write', 'constraint', 'HOMOGENEITY', 'test', 'ITEMS']","['effect', 'manipulated', 'item', 'write', 'constraint', 'homogeneity', 'test', 'items']",effect manipulated item write constraint homogeneity test items
ANGOFF W.H.; FORD S.F.,ITEM‐RACE INTERACTION ON A TEST OF SCHOLASTIC APTITUDE,1973,10,"['item‐race', 'INTERACTION', 'test', 'SCHOLASTIC', 'APTITUDE']","['item‐race', 'interaction', 'test', 'scholastic', 'aptitude']",item‐race interaction test scholastic aptitude
PACK E.C.,THE EFFECTS OF TESTING UPON ATTITUDE TOWARDS THE METHOD AND CONTENT OF INSTRUCTION,1972,9,"['effect', 'test', 'ATTITUDE', 'METHOD', 'CONTENT', 'instruction']","['effect', 'test', 'attitude', 'method', 'content', 'instruction']",effect test attitude method content instruction
SCHUSTER D.H.,AN ANALYSIS OF FLUNKED‐OUT AND READMITTED STUDENTS,1971,8,"['analysis', 'flunked‐out', 'readmitted', 'student']","['analysis', 'flunked‐out', 'readmitted', 'student']",analysis flunked‐out readmitted student
ECHTERNACHT G.J.; BOLDT R.F.; SELLMAN W.S.,PERSONALITY INFLUENCES ON CONFIDENCE TEST SCORES,1972,9,"['personality', 'influence', 'ON', 'CONFIDENCE', 'test', 'SCORES']","['personality', 'influence', 'on', 'confidence', 'test', 'scores']",personality influence on confidence test scores
GOLDMAN R.D.; WARREN R.,DISCRIMINANT ANALYSIS OF STUDY STRATEGIES CONNECTED WITH COLLEGE GRADE SUCCESS IN DIFFERENT MAJOR FIELDS,1973,10,"['DISCRIMINANT', 'analysis', 'study', 'strategy', 'connect', 'COLLEGE', 'GRADE', 'success', 'different', 'major', 'fields']","['discriminant', 'analysis', 'study', 'strategy', 'connect', 'college', 'grade', 'success', 'different', 'major', 'fields']",discriminant analysis study strategy connect college grade success different major fields
SHOEMAKER D.M.,A NOTE ON ALLOCATING ITEMS TO SUBTESTS IN MULTIPLE MATRIX SAMPLING AND APPROXIMATING STANDARD ERRORS OF ESTIMATE WITH THE JACKKNIFE,1973,10,"['note', 'ALLOCATING', 'items', 'SUBTESTS', 'multiple', 'matrix', 'sampling', 'approximating', 'standard', 'ERRORS', 'estimate', 'JACKKNIFE']","['note', 'allocating', 'items', 'subtests', 'multiple', 'matrix', 'sampling', 'approximating', 'standard', 'errors', 'estimate', 'jackknife']",note allocating items subtests multiple matrix sampling approximating standard errors estimate jackknife
EMRICK J.A.,AN EVALUATION MODEL FOR MASTERY TESTING,1971,8,"['evaluation', 'MASTERY', 'testing']","['evaluation', 'mastery', 'testing']",evaluation mastery testing
CHASE C.I.; PUGH R.C.,SOCIAL CLASS AND PERFORMANCE ON AN INTELLIGENCE TEST,1971,8,"['SOCIAL', 'CLASS', 'PERFORMANCE', 'INTELLIGENCE', 'test']","['social', 'class', 'performance', 'intelligence', 'test']",social class performance intelligence test
PRICE J.‐A.,AN INSTRUMENT FOR MEASURING STUDENT TEACHER MORALE,1971,8,"['instrument', 'measure', 'student', 'teacher', 'MORALE']","['instrument', 'measure', 'student', 'teacher', 'morale']",instrument measure student teacher morale
HARRIS C.W.,AN INTERPRETATION OF LIVINGSTON'S RELIABILITY COEFFICIENT FOR CRITERION‐REFERENCED TESTS,1972,9,"['interpretation', 'livingston', 'RELIABILITY', 'COEFFICIENT', 'criterion‐referenced', 'test']","['interpretation', 'livingston', 'reliability', 'coefficient', 'criterion‐referenced', 'test']",interpretation livingston reliability coefficient criterion‐referenced test
BAKAN R.,ACADEMIC PERFORMANCE AND SELF‐CONCEPT AS A FUNCTION OF ACHIEVEMENT‐VARIABILITY,1971,8,"['academic', 'performance', 'SELF‐CONCEPT', 'function', 'achievement‐variability']","['academic', 'performance', 'self‐concept', 'function', 'achievement‐variability']",academic performance self‐concept function achievement‐variability
SLAKTER M.J.; KOEHLER R.A.; HAMPTON S.H.,LEARNING TEST‐WISENESS BY PROGRAMMED TEXTS,1970,7,"['learn', 'TEST‐WISENESS', 'BY', 'PROGRAMMED', 'texts']","['learn', 'test‐wiseness', 'by', 'programmed', 'texts']",learn test‐wiseness by programmed texts
HILTON T.L.; PATRICK C.,CROSS‐SECTIONAL VERSUS LONGITUDINAL DATA: AN EMPIRICAL COMPARISON OF MEAN DIFFERENCES IN ACADEMIC GROWTH,1970,7,"['CROSS‐SECTIONAL', 'versus', 'LONGITUDINAL', 'datum', 'EMPIRICAL', 'comparison', 'MEAN', 'difference', 'academic', 'growth']","['cross‐sectional', 'versus', 'longitudinal', 'datum', 'empirical', 'comparison', 'mean', 'difference', 'academic', 'growth']",cross‐sectional versus longitudinal datum empirical comparison mean difference academic growth
COX R.C.; STERRETT B.G.,A MODEL FOR INCREASING THE MEANING OF STANDARDIZED TEST SCORES,1970,7,"['increase', 'meaning', 'standardized', 'test', 'SCORES']","['increase', 'meaning', 'standardized', 'test', 'scores']",increase meaning standardized test scores
KNAPP T.R.,A NOTE CONCERNING CARVER'S “A MODEL FOR USING THE FINAL EXAMINATION AS A MEASURE OF THE AMOUNT LEARNED IN CLASSROOM LEARNING”,1970,7,"['note', 'concern', 'carver', '""', 'FINAL', 'examination', 'measure', 'LEARNED', 'CLASSROOM', 'LEARNING', '""']","['note', 'concern', 'carver', '""', 'final', 'examination', 'measure', 'learned', 'classroom', 'learning', '""']","note concern carver "" final examination measure learned classroom learning """
"MANN L.; TAYLOR R.G., JR.; PROGER B.B.; DUNGAN R.H.; TIDEY W.J.",THE EFFECT OF SERIAL RETESTING ON THE RELATIVE PERFORMANCE OF HIGH‐ AND LOW‐TEST ANXIOUS SEVENTH GRADE STUDENTS,1970,7,"['effect', 'serial', 'retesting', 'relative', 'performance', 'HIGH‐', 'low‐test', 'anxious', 'seventh', 'GRADE', 'student']","['effect', 'serial', 'retesting', 'relative', 'performance', 'high‐', 'low‐test', 'anxious', 'seventh', 'grade', 'student']",effect serial retesting relative performance high‐ low‐test anxious seventh grade student
"SCOTT N.C., JR.",ZIP TEST: A QUICK LOCATOR TEST FOR MIGRANT CHILDREN,1970,7,"['zip', 'test', 'QUICK', 'locator', 'test', 'migrant', 'child']","['zip', 'test', 'quick', 'locator', 'test', 'migrant', 'child']",zip test quick locator test migrant child
LOHNES P.R.; GRIBBONS W.D.,THE MARKOV CHAIN AS NULL HYPOTHESIS IN A DEVELOPMENT SURVEY,1970,7,"['MARKOV', 'CHAIN', 'NULL', 'hypothesis', 'DEVELOPMENT', 'survey']","['markov', 'chain', 'null', 'hypothesis', 'development', 'survey']",markov chain null hypothesis development survey
CLARK P.M.; MIRELS H.L.,FLUENCY AS A PERVASIVE ELEMENT IN THE MEASUREMENT OF CREATIVITY,1970,7,"['FLUENCY', 'pervasive', 'element', 'CREATIVITY']","['fluency', 'pervasive', 'element', 'creativity']",fluency pervasive element creativity
"PFEIFER C.M., JR.; SEDLACEK W.E.",THE VALIDITY OF ACADEMIC PREDICTORS FOR BLACK AND WHITE STUDENTS AT A PREDOMINANTLY WHITE UNIVERSITY,1971,8,"['VALIDITY', 'academic', 'predictors', 'BLACK', 'white', 'student', 'PREDOMINANTLY', 'WHITE', 'UNIVERSITY']","['validity', 'academic', 'predictors', 'black', 'white', 'student', 'predominantly', 'white', 'university']",validity academic predictors black white student predominantly white university
CARVER R.P.,ANALYSIS OF “CHUNKED” TEST ITEMS AS MEASURES OF READING AND LISTENING COMPREHENSION,1970,7,"['analysis', '""', 'CHUNKED', '""', 'test', 'items', 'MEASURES', 'reading', 'listening', 'comprehension']","['analysis', '""', 'chunked', '""', 'test', 'items', 'measures', 'reading', 'listening', 'comprehension']","analysis "" chunked "" test items measures reading listening comprehension"
MEURIS G.,THE STRUCTURE OF PRIMARY MENTAL ABILITIES OF BELGIAN SECONDARY SCHOOL STUDENTS,1970,7,"['structure', 'PRIMARY', 'MENTAL', 'ability', 'BELGIAN', 'SECONDARY', 'SCHOOL', 'student']","['structure', 'primary', 'mental', 'ability', 'belgian', 'secondary', 'school', 'student']",structure primary mental ability belgian secondary school student
HALINSKI R.S.; FELDT L.S.,THE SELECTION OF VARIABLES IN MULTIPLE REGRESSION ANALYSIS,1970,7,"['selection', 'VARIABLES', 'MULTIPLE', 'regression', 'analysis']","['selection', 'variables', 'multiple', 'regression', 'analysis']",selection variables multiple regression analysis
DARLINGTON R.B.,SOME TECHNIQUES FOR MAXIMIZING A TEST'S VALIDITY WHEN THE CRITERION VARIABLE IS UNOBSERVED,1970,7,"['techniques', 'maximize', 'test', 'validity', 'criterion', 'variable', 'UNOBSERVED']","['techniques', 'maximize', 'test', 'validity', 'criterion', 'variable', 'unobserved']",techniques maximize test validity criterion variable unobserved
SIROTNIK K.,AN INVESTIGATION OF THE CONTEXT EFFECT IN MATRIX SAMPLING,1970,7,"['investigation', 'context', 'effect', 'matrix', 'sampling']","['investigation', 'context', 'effect', 'matrix', 'sampling']",investigation context effect matrix sampling
JENSEN J.A.; SCHMITT J.A.,THE INFLUENCE OF TEST TITLE ON TEST RESPONSE,1970,7,"['INFLUENCE', 'test', 'TITLE', 'ON', 'test', 'RESPONSE']","['influence', 'test', 'title', 'on', 'test', 'response']",influence test title on test response
GOLDSTEIN L.S.; COLLER A.R.; DILL J.; TILIS H.S.,THE EFFECT OF A SPECIAL CURRICULUM FOR DISADVANTAGED CHILDREN ON TEST‐RETEST RELIABILITIES OF THREE STANDARDIZED INSTRUMENTS,1970,7,"['effect', 'special', 'curriculum', 'disadvantaged', 'child', 'ON', 'test‐retest', 'RELIABILITIES', 'standardized', 'instrument']","['effect', 'special', 'curriculum', 'disadvantaged', 'child', 'on', 'test‐retest', 'reliabilities', 'standardized', 'instrument']",effect special curriculum disadvantaged child on test‐retest reliabilities standardized instrument
QUERESHI M.Y.; MILLER J.M.,"THE COMPARABILITY OF THE WAIS, WISC, AND WBII",1970,7,"['COMPARABILITY', 'WAIS', 'wisc', 'wbii']","['comparability', 'wais', 'wisc', 'wbii']",comparability wais wisc wbii
