Authors,Title,Year,Volume,Abstract,T_tokens_,T_tokens,T_tokens_join
DeCarlo L.T.,Classical Item Analysis from a Signal Detection Perspective,2023,60.0,"A conceptualization of multiple-choice exams in terms of signal detection theory (SDT) leads to simple measures of item difficulty and item discrimination that are closely related to, but also distinct from, those used in classical item analysis (CIA). The theory defines a “true split,” depending on whether or not examinees know an item, and so it provides a basis for using total scores to split item tables, as done in CIA, while also clarifying benefits and limitations of the approach. The SDT item difficulty and discrimination measures differ from those used in CIA in that they explicitly consider the role of distractors and avoid limitations due to range restrictions. A new screening measure is also introduced. The measures are theoretically well-grounded and are simple to compute by hand calculations or with standard software for choice models; simulations show that they offer advantages over traditional measures. © 2023 by the National Council on Measurement in Education.","['Classical', 'Item', 'Analysis', 'Signal', 'Detection', 'Perspective']","['classical', 'item', 'analysis', 'signal', 'detection', 'perspective']",classical item analysis signal detection perspective
Yaneva V.; Clauser B.E.; Morales A.; Paniagua M.,Using Eye-Tracking Data as Part of the Validity Argument for Multiple-Choice Questions: A Demonstration,2021,58.0,"Eye-tracking technology can create a record of the location and duration of visual fixations as a test-taker reads test questions. Although the cognitive process the test-taker is using cannot be directly observed, eye-tracking data can support inferences about these unobserved cognitive processes. This type of information has the potential to support improved test design and to contribute to an overall validity argument for the inferences and uses made based on test scores. Although several authors have referred to the potential usefulness of eye-tracking data, there are relatively few published studies that provide examples of that use. In this paper, we report the results an eye-tracking study designed to evaluate how the presence of the options in multiple-choice questions impacts the way medical students responded to questions designed to evaluate clinical reasoning. Examples of the types of data that can be extracted are presented. We then discuss the implications of these results for evaluating the validity of inferences made based on the type of items used in this study. © 2021 National Board of Medical Examiners. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education","['EyeTracking', 'datum', 'Part', 'Validity', 'Argument', 'MultipleChoice', 'Questions', 'A', 'demonstration']","['eyetracking', 'datum', 'part', 'validity', 'argument', 'multiplechoice', 'questions', 'a', 'demonstration']",eyetracking datum part validity argument multiplechoice questions a demonstration
Strachan T.; Cho U.H.; Kim K.Y.; Willse J.T.; Chen S.-H.; Ip E.H.; Ackerman T.A.; Weeks J.P.,Using a Projection IRT Method for Vertical Scaling When Construct Shift Is Present,2021,58.0,"In vertical scaling, results of tests from several different grade levels are placed on a common scale. Most vertical scaling methodologies rely heavily on the assumption that the construct being measured is unidimensional. In many testing situations, however, such an assumption could be problematic. For instance, the construct measured at one grade level may differ from that measured in another grade (e.g., construct shift). On the other hand, dimensions that involve low-level skills are usually mastered by almost all students as they progress to higher grades. These types of changes in the multidimensional structure, within and across grades, create challenges for developing a vertical scale. In this article, we propose the use of projective IRT (PIRT) as a potential solution to the problem. Assuming that a test measures a primary dimension of substantive interest as well as some peripheral dimensions, the idea underlying PIRT is to integrate out the secondary dimensions such that the model provides both item parameters and ability estimates for the primary dimension. A simulation study was conducted to evaluate the effectiveness of the PIRT as a method for vertical scaling. An example using empirical data from a measure of foundational reading skills is also presented. © 2020 by the National Council on Measurement in Education","['Projection', 'IRT', 'Method', 'Vertical', 'Scaling', 'Construct', 'shift', 'present']","['projection', 'irt', 'method', 'vertical', 'scaling', 'construct', 'shift', 'present']",projection irt method vertical scaling construct shift present
Almehrizi R.S.,"Standard Errors of Variance Components, Measurement Errors and Generalizability Coefficients for Crossed Designs",2021,58.0,"Estimates of various variance components, universe score variance, measurement error variances, and generalizability coefficients, like all statistics, are subject to sampling variability, particularly in small samples. Such variability is quantified traditionally through estimated standard errors and/or confidence intervals. The paper derived new standard errors for all estimated statistics for two crossed designs (single-facet design and two-facet design) in generalizability theory. The derivation was based on the assumption of multivariate normal distribution for observation scores using delta method. The derivation was differentiating between fixed and random facets. The adequacy of the derived standard errors was examined using Mont Carlo simulation for the two designs under several test conditions and compared to the traditional existing methods as well as implementation on real data. Results showed that the derived standard errors for all estimators are converging to the empirical standard errors for all simulation conditions with the two designs for both normal and non-normal continuous data. © 2020 by the National Council on Measurement in Education","['Standard', 'Errors', 'Variance', 'Components', 'Errors', 'Generalizability', 'Coefficients', 'crossed', 'design']","['standard', 'errors', 'variance', 'components', 'errors', 'generalizability', 'coefficients', 'crossed', 'design']",standard errors variance components errors generalizability coefficients crossed design
Lee Y.-H.; Haberman S.J.,Studying Score Stability with a Harmonic Regression Family: A Comparison of Three Approaches to Adjustment of Examinee-Specific Demographic Data,2021,58.0,"For assessments that use different forms in different administrations, equating methods are applied to ensure comparability of scores over time. Ideally, a score scale is well maintained throughout the life of a testing program. In reality, instability of a score scale can result from a variety of causes, some are expected while others may be unforeseen. The situation is more challenging for assessments that assemble many different forms and deliver frequent administrations per year. Harmonic regression, a seasonal-adjustment method, has been found useful in achieving the goal of differentiating between possible known sources of variability and unknown sources so as to study score stability for such assessments. As an extension, this paper presents a family of three approaches that incorporate examinees' demographic data into harmonic regression in different ways. A generic evaluation method based on jackknifing is developed to compare the approaches within the family. The three approaches are compared using real data from an international language assessment. Results suggest that all approaches perform similarly and are effective in meeting the goal. The paper also discusses the properties and limitations of the three approaches, along with inferences about score (in)stability based on the harmonic regression results. © 2020 by the National Council on Measurement in Education","['study', 'Score', 'Stability', 'harmonic', 'regression', 'Family', 'Comparison', 'Three', 'Approaches', 'Adjustment', 'ExamineeSpecific', 'Demographic', 'Data']","['study', 'score', 'stability', 'harmonic', 'regression', 'family', 'comparison', 'three', 'approaches', 'adjustment', 'examineespecific', 'demographic', 'data']",study score stability harmonic regression family comparison three approaches adjustment examineespecific demographic data
Shermis M.D.,Anchoring Validity Evidence for Automated Essay Scoring,2022,59.0,"One of the challenges of discussing validity arguments for machine scoring of essays centers on the absence of a commonly held definition and theory of good writing. At best, the algorithms attempt to measure select attributes of writing and calibrate them against human ratings with the goal of accurate prediction of scores for new essays. Sometimes these attributes are based on the fundamentals of writing (e.g., fluency), but quite often they are based on locally developed rubrics that may be confounded with specific content coverage expectations. This lack of transparency makes it difficult to provide systematic evidence that machine scoring is assessing writing, but slices or correlates of writing performance. © 2022 by the National Council on Measurement in Education.","['anchor', 'Validity', 'Evidence', 'Automated', 'Essay', 'Scoring']","['anchor', 'validity', 'evidence', 'automated', 'essay', 'scoring']",anchor validity evidence automated essay scoring
Köhler C.; Khorramdel L.; Pokropek A.; Hartig J.,DIF Detection for Multiple Groups: Comparing Three-Level GLMMs and Multiple-Group IRT Models,2024,61.0,"For assessment scales applied to different groups (e.g., students from different states; patients in different countries), multigroup differential item functioning (MG-DIF) needs to be evaluated in order to ensure that respondents with the same trait level but from different groups have equal response probabilities on a particular item. The current study compares two approaches for DIF detection: a multiple-group item response theory (MG-IRT) model and a generalized linear mixed model (GLMM). In the MG-IRT model approach, item parameters are constrained to be equal across groups and DIF is evaluated for each item in each group. In the GLMM, groups are treated as random, and item difficulties are modeled as correlated random effects with a joint multivariate normal distribution. Its nested structure allows the estimation of item difficulty variances and covariances at the group level. We use an excerpt from the PISA 2015 reading domain as an exemplary empirical investigation, and conduct a simulation study to compare the performance of the two approaches. Results from the empirical investigation show that the detection of countries with DIF is similar in both approaches. Results from the simulation study confirm this finding and indicate slight advantages of the MG-IRT model approach. © 2024 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.","['DIF', 'Detection', 'Multiple', 'Groups', 'compare', 'ThreeLevel', 'glmm', 'MultipleGroup', 'IRT']","['dif', 'detection', 'multiple', 'groups', 'compare', 'threelevel', 'glmm', 'multiplegroup', 'irt']",dif detection multiple groups compare threelevel glmm multiplegroup irt
Kaufmann E.; Budescu D.V.,Do Teachers Consider Advice? On the Acceptance of Computerized Expert Models,2020,57.0,"The literature suggests that simple expert (mathematical) models can improve the quality of decisions, but people are not always eager to accept and endorse such models. We ran three online experiments to test the receptiveness to advice from computerized expert models. Middle- and high-school teachers (N = 435) evaluated student profiles that varied in several personal and task relevant factors. They were offered (Studies I and II), or could ask for (Study III), advice from either expert models or human advisors. Overall, teachers requested and followed advice of expert models less frequently than advice from humans. Task-relevant factors (task difficulty) seem to be more salient than personal factors for teachers’ willingness to receive advice. © 2019 by the National Council on Measurement in Education","['teacher', 'consider', 'Advice', 'Acceptance', 'Computerized', 'Expert', 'Models']","['teacher', 'consider', 'advice', 'acceptance', 'computerized', 'expert', 'models']",teacher consider advice acceptance computerized expert models
Wang C.; Chen P.; Jiang S.,Item Calibration Methods With Multiple Subscale Multistage Testing,2020,57.0,"Many large-scale educational surveys have moved from linear form design to multistage testing (MST) design. One advantage of MST is that it can provide more accurate latent trait (θ) estimates using fewer items than required by linear tests. However, MST generates incomplete response data by design; hence, questions remain as to how to calibrate items using the incomplete data from MST design. Further complication arises when there are multiple correlated subscales per test, and when items from different subscales need to be calibrated according to their respective score reporting metric. The current calibration-per-subscale method produced biased item parameters, and there is no available method for resolving the challenge. Deriving from the missing data principle, we showed when calibrating all items together the Rubin's ignorability assumption is satisfied such that the traditional single-group calibration is sufficient. When calibrating items per subscale, we proposed a simple modification to the current calibration-per-subscale method that helps reinstate the missing-at-random assumption and therefore corrects for the estimation bias that is otherwise existent. Three mainstream calibration methods are discussed in the context of MST, they are the marginal maximum likelihood estimation, the expectation maximization method, and the fixed parameter calibration. An extensive simulation study is conducted and a real data example from NAEP is analyzed to provide convincing empirical evidence. © 2019 by the National Council on Measurement in Education","['Item', 'Calibration', 'Methods', 'Multiple', 'Subscale', 'Multistage', 'Testing']","['item', 'calibration', 'methods', 'multiple', 'subscale', 'multistage', 'testing']",item calibration methods multiple subscale multistage testing
Fujimoto K.A.,A More Flexible Bayesian Multilevel Bifactor Item Response Theory Model,2020,57.0,"Multilevel bifactor item response theory (IRT) models are commonly used to account for features of the data that are related to the sampling and measurement processes used to gather those data. These models conventionally make assumptions about the portions of the data structure that represent these features. Unfortunately, when data violate these models' assumptions but these models are used anyway, incorrect conclusions about the cluster effects could be made and potentially relevant dimensions could go undetected. To address the limitations of these conventional models, a more flexible multilevel bifactor IRT model that does not make these assumptions is presented, and this model is based on the generalized partial credit model. Details of a simulation study demonstrating this model outperforming competing models and showing the consequences of using conventional multilevel bifactor IRT models to analyze data that violate these models' assumptions are reported. Additionally, the model's usefulness is illustrated through the analysis of the Program for International Student Assessment data related to interest in science. © 2019 by the National Council on Measurement in Education","['flexible', 'Bayesian', 'Multilevel', 'Bifactor', 'Item', 'Response', 'Theory']","['flexible', 'bayesian', 'multilevel', 'bifactor', 'item', 'response', 'theory']",flexible bayesian multilevel bifactor item response theory
Kim H.J.; Brennan R.L.; Lee W.-C.,A New Statistic to Assess Fitness of Cubic-Spline Postsmoothing,2020,57.0,"In equating, smoothing techniques are frequently used to diminish sampling error. There are typically two types of smoothing: presmoothing and postsmoothing. For polynomial log-linear presmoothing, an optimum smoothing degree can be determined statistically based on the Akaike information criterion or Chi-square difference criterion. For cubic-spline postsmoothing, visual inspection has been an important tool in choosing such optimum degrees in operational settings. This study introduces a new statistic for assessing the fitness of the cubic-spline postsmoothing method, which accommodates three conditions: (1) one standard error band, (2) deviation from unsmoothed equivalents, and (3) smoothness. A principal advantage of the new statistic proposed in this study is that an optimum degree of smoothing can be selected automatically by giving consistent amount of attention to deviation and smoothness across multiple equatings, whereas visual inspection may not be consistent. © 2019 by the National Council on Measurement in Education","['New', 'Statistic', 'Assess', 'Fitness', 'CubicSpline', 'postsmoothe']","['new', 'statistic', 'assess', 'fitness', 'cubicspline', 'postsmoothe']",new statistic assess fitness cubicspline postsmoothe
Kim Y.,Partial Identification of Answer Reviewing Effects in Multiple-Choice Exams,2020,57.0,"Does reviewing previous answers during multiple-choice exams help examinees increase their final score? This article formalizes the question using a rigorous causal framework, the potential outcomes framework. Viewing examinees’ reviewing status as a treatment and their final score as an outcome, the article first explains the challenges of identifying the causal effect of answer reviewing in regular exam-taking settings. In addition to the incapability of randomizing the treatment selection (reviewing status) and the lack of other information to make this selection process ignorable, the treatment variable itself is not fully known to researchers. Looking at examinees’ answer sheet data, it is unclear whether an examinee who did not change his or her answer on a specific item reviewed it but retained the initial answer (treatment condition) or chose not to review it (control condition). Despite such challenges, however, the article develops partial identification strategies and shows that the sign of the answer reviewing effect can be reasonably inferred. By analyzing a statewide math assessment data set, the article finds that reviewing initial answers is generally beneficial for examinees. © 2019 by the National Council on Measurement in Education","['Partial', 'Identification', 'Answer', 'Reviewing', 'Effects', 'MultipleChoice', 'Exams']","['partial', 'identification', 'answer', 'reviewing', 'effects', 'multiplechoice', 'exams']",partial identification answer reviewing effects multiplechoice exams
Thissen D.,Comments on Shelby Haberman's NCME Career Award Address: Statistical Theory and Assessment Practice,2020,57.0,"When I was a graduate student,1 Howard Wainer quoted his own graduate mentor, Harold Gulliksen, saying ""The difference between basic and applied research is that basic research has so many more applications.""2 Shelby Haberman illustrates that truth in his career award address, in which he summarizes some of the applied contributions he made to educational measurement during his years at ETS, based on his basic statistical research that continued from earlier decades. The breadth of application of Haberman's statistical research is illustrated by the range of examples in his address: the ""effects of model error in the analysis of item responses by use of latent-structure models, weighting to attempt to correct for sampling bias, and the effects of excessively complex models"" (p. 374). Those three topics do not include his seminal work on subscores (e.g., Haberman, 2008) or much of his work on item fit in IRT models (e.g., Haberman, Sinharay, and Chon, 2013); both of those lines of research were recognized with the NCME Annual Award for Exceptional Achieve-
ment in Educational Measurement in 2009 and 2015. Haberman includes pithy lines in his address that should be memorized by all students of educational measurement. Examples are: (referring to likelihood ratio tests between models) ""This kind of test typically suffices to demonstrate that any given IRT model is not valid"" (p. 375) followed a bit later by ""At this point, looking at the size of the error in a model appears more helpful than looking at the existence of error"" (p. 376). And the greatest piece of wisdom in the entire address: ""One challenge is that software produces numbers whether or not the numbers are meaningful"" (p. 381). Students told those things in classes on educational measurement might subsequently make better use of assessment data. ","['comment', 'Shelby', 'Habermans', 'NCME', 'Career', 'Award', 'Address', 'Statistical', 'Theory', 'Assessment', 'Practice']","['comment', 'shelby', 'habermans', 'ncme', 'career', 'award', 'address', 'statistical', 'theory', 'assessment', 'practice']",comment shelby habermans ncme career award address statistical theory assessment practice
Lee S.,Logistic Regression Procedure Using Penalized Maximum Likelihood Estimation for Differential Item Functioning,2020,57.0,"In the logistic regression (LR) procedure for differential item functioning (DIF), the parameters of LR have often been estimated using maximum likelihood (ML) estimation. However, ML estimation suffers from the finite-sample bias. Furthermore, ML estimation for LR can be substantially biased in the presence of rare event data. The bias of ML estimation due to small samples and rare event data can degrade the performance of the LR procedure, especially when testing the DIF of difficult items in small samples. Penalized ML (PML) estimation was originally developed to reduce the finite-sample bias of conventional ML estimation and also was known to reduce the bias in the estimation of LR for the rare events data. The goal of this study is to compare the performances of the LR procedures based on the ML and PML estimation in terms of the statistical power and Type I error. In a simulation study, Swaminathan and Rogers's Wald test based on PML estimation (PSR) showed the highest statistical power in most of the simulation conditions, and LRT based on conventional PML estimation (PLRT) showed the most robust and stable Type I error. The discussion about the trade-off between bias and variance is presented in the discussion section. © 2019 by the National Council on Measurement in Education","['logistic', 'Regression', 'Procedure', 'Penalized', 'Maximum', 'Likelihood', 'Estimation', 'Differential', 'Item', 'Functioning']","['logistic', 'regression', 'procedure', 'penalized', 'maximum', 'likelihood', 'estimation', 'differential', 'item', 'functioning']",logistic regression procedure penalized maximum likelihood estimation differential item functioning
Castellano K.E.; McCaffrey D.F.,Comparing the Accuracy of Student Growth Measures,2020,57.0,"Testing programs are often interested in using a student growth measure. This article presents analytic derivations of the accuracy of common student growth measures on both the raw scale of the test and the percentile rank scale in terms of the proportional reduction in mean squared error and the squared correlation between the estimator and target. The study contrasts the accuracy of the growth measures against that of current status measures—current test scores and their percentile ranks. Key findings include the extent that status measures are more accurate than any of the growth measures and that alternative methods to estimate growth could be more accurate than the currently used methods. Our findings highlight the importance for evaluating the statistical properties of growth measures along with other concerns for states that are debating the reporting of growth. Our results also point out that assessing the accuracy of growth measures requires the specification of quantities of interest in terms of latent achievement rather than observed test scores, which is common practice for developing status measures but essentially never done by testing programs for growth measures. © 2019 by the National Council on Measurement in Education","['compare', 'Accuracy', 'Student', 'Growth', 'Measures']","['compare', 'accuracy', 'student', 'growth', 'measures']",compare accuracy student growth measures
Guo H.; Dorans N.J.,Using Weighted Sum Scores to Close the Gap Between DIF Practice and Theory,2020,57.0,"We make a distinction between the operational practice of using an observed score to assess differential item functioning (DIF) and the concept of departure from measurement invariance (DMI) that conditions on a latent variable. DMI and DIF indices of effect sizes, based on the Mantel-Haenszel test of common odds ratio, converge under restricted conditions if a simple sum score is used as the matching or conditioning variable in a DIF analysis. Based on theoretical results, we demonstrate analytically that matching on a weighted sum score can significantly reduce the difference between DIF and DMI measures over what can be achieved with a simple sum score. We also examine the utility of binning methods that could facilitate potential operational use of DIF with weighted sum scores. A real data application was included to show this feasibility. © 2019 by the National Council on Measurement in Education","['Weighted', 'Sum', 'Scores', 'close', 'gap', 'DIF', 'Practice', 'theory']","['weighted', 'sum', 'scores', 'close', 'gap', 'dif', 'practice', 'theory']",weighted sum scores close gap dif practice theory
Hong S.E.; Monroe S.; Falk C.F.,Performance of Person-Fit Statistics Under Model Misspecification,2020,57.0,"In educational and psychological measurement, a person-fit statistic (PFS) is designed to identify aberrant response patterns. For parametric PFSs, valid inference depends on several assumptions, one of which is that the item response theory (IRT) model is correctly specified. Previous studies have used empirical data sets to explore the effects of model misspecification on PFSs. We further this line of research by using a simulation study, which allows us to explore issues that may be of interest to practitioners. Results show that, depending on the generating and analysis item models, Type I error rates at fixed values of the latent variable may be greatly inflated, even when the aggregate rates are relatively accurate. Results also show that misspecification is most likely to affect PFSs for examinees with extreme latent variable scores. Two empirical data analyses are used to illustrate the importance of model specification. © 2019 by the National Council on Measurement in Education","['performance', 'PersonFit', 'Statistics', 'Misspecification']","['performance', 'personfit', 'statistics', 'misspecification']",performance personfit statistics misspecification
Lee W.-C.; Kim S.Y.; Choi J.; Kang Y.,IRT Approaches to Modeling Scores on Mixed-Format Tests,2020,57.0,"This article considers psychometric properties of composite raw scores and transformed scale scores on mixed-format tests that consist of a mixture of multiple-choice and free-response items. Test scores on several mixed-format tests are evaluated with respect to conditional and overall standard errors of measurement, score reliability, and classification consistency and accuracy under three item response theory (IRT) frameworks: unidimensional IRT (UIRT), simple structure multidimensional IRT (SS-MIRT), and bifactor multidimensional IRT (BF-MIRT) models. Illustrative examples are presented using data from three mixed-format exams with various levels of format effects. In general, the two MIRT models produced similar results, while the UIRT model resulted in consistently lower estimates of reliability and classification consistency/accuracy indices compared to the MIRT models. © 2019 by the National Council on Measurement in Education","['IRT', 'approach', 'modeling', 'score', 'MixedFormat', 'test']","['irt', 'approach', 'modeling', 'score', 'mixedformat', 'test']",irt approach modeling score mixedformat test
Chen C.-W.; Wang W.-C.; Chiu M.M.; Ro S.,Item Selection and Exposure Control Methods for Computerized Adaptive Testing with Multidimensional Ranking Items,2020,57.0,"The use of computerized adaptive testing algorithms for ranking items (e.g., college preferences, career choices) involves two major challenges: unacceptably high computation times (selecting from a large item pool with many dimensions) and biased results (enhanced preferences or intensified examinee responses because of repeated statements across items). To address these issues, we introduce subpool partition strategies for item selection and within-person statement exposure control procedures. Simulations showed that the multinomial method reduces computation time while maintaining measurement precision. Both the freeze and revised Sympson-Hetter online (RSHO) methods controlled the statement exposure rate; RSHO sacrificed some measurement precision but increased pool use. Furthermore, preventing a statement's repetition on consecutive items neither hindered the effectiveness of the freeze or RSHO method nor reduced measurement precision. © 2019 by the National Council on Measurement in Education","['Item', 'Selection', 'Exposure', 'Control', 'Methods', 'Computerized', 'Adaptive', 'Testing', 'Multidimensional', 'Ranking', 'Items']","['item', 'selection', 'exposure', 'control', 'methods', 'computerized', 'adaptive', 'testing', 'multidimensional', 'ranking', 'items']",item selection exposure control methods computerized adaptive testing multidimensional ranking items
Castellano K.E.; McCaffrey D.F.,Estimating the Accuracy of Relative Growth Measures Using Empirical Data,2020,57.0,"The residual gain score has been of historical interest, and its percentile rank has been of interest more recently given its close correspondence to the popular Student Growth Percentile. However, these estimators suffer from low accuracy and systematic bias (bias conditional on prior latent achievement). This article explores three alternatives—using the expected a posterior (EAP), conditioning on an additional lagged score, and correcting for measurement error bias from the prior score (Corrected-Observed)—evaluated in terms of their systematic bias, squared correlation with their target (R2), and proportional reduction in mean squared error (PRMSE). Both analytic results (under model assumptions) and empirical results (found using item response data to calculate the growth estimators) reveal that the EAP estimators are the most accurate, whereas the Corrected-Observed removes systematic bias, but reduces overall accuracy. Adding another prior year often decreases accuracy but only slightly reduces systematic bias at realistic test reliabilities. For all estimators, R2 and PRMSE are substantially below levels that are considered necessary for reporting educational measurements with moderate to high stakes. For all but the EAP, the raw residual gain estimators have negative PRMSE, indicating that inferences about a student's latent growth would be more accurate if students were assigned the average residual rather than estimating their residual. © 2019 by the National Council on Measurement in Education","['estimate', 'Accuracy', 'Relative', 'Growth', 'measure', 'empirical', 'Data']","['estimate', 'accuracy', 'relative', 'growth', 'measure', 'empirical', 'data']",estimate accuracy relative growth measure empirical data
Liu C.; Kolen M.J.,A New Statistic for Selecting the Smoothing Parameter for Polynomial Loglinear Equating Under the Random Groups Design,2020,57.0,"Smoothing is designed to yield smoother equating results that can reduce random equating error without introducing very much systematic error. The main objective of this study is to propose a new statistic and to compare its performance to the performance of the Akaike information criterion and likelihood ratio chi-square difference statistics in selecting the smoothing parameter for polynomial loglinear equating under the random groups design. These model selection statistics were compared for four sample sizes (500, 1,000, 2,000, and 3,000) and eight simulated equating conditions, including both conditions where equating is not needed and conditions where equating is needed. The results suggest that all model selection statistics tend to improve the equating accuracy by reducing the total equating error. The new statistic tended to have less overall error than the other two methods. © 2019 by the National Council on Measurement in Education","['New', 'Statistic', 'select', 'Smoothing', 'Parameter', 'Polynomial', 'Loglinear', 'Equating', 'Random', 'Groups', 'Design']","['new', 'statistic', 'select', 'smoothing', 'parameter', 'polynomial', 'loglinear', 'equating', 'random', 'groups', 'design']",new statistic select smoothing parameter polynomial loglinear equating random groups design
van der Linden W.J.; Choi S.W.,Improving Item-Exposure Control in Adaptive Testing,2020,57.0,"One of the methods of controlling test security in adaptive testing is imposing random item-ineligibility constraints on the selection of the items with probabilities automatically updated to maintain a predetermined upper bound on the exposure rates. Three major improvements of the method are presented. First, a few modifications to improve the initialization of the method and accelerate the impact of its feedback mechanism on the observed item-exposure rates are introduced. Second, the case of conditional item-exposure control given the uncertainty of examinee's ability parameter is addressed. Third, although rare for a well-designed item pool, when applied in combination with the shadow-test approach to adaptive testing the method may meet occasional infeasibility of the shadow-test model. A big M method is proposed that resolves the issue. The practical advantages of the improvements are illustrated using simulated adaptive testing from a real-world item pool under a variety of conditions. © 2019 by the National Council on Measurement in Education","['improve', 'ItemExposure', 'Control', 'Adaptive', 'Testing']","['improve', 'itemexposure', 'control', 'adaptive', 'testing']",improve itemexposure control adaptive testing
Huelmann T.; Debelak R.; Strobl C.,A Comparison of Aggregation Rules for Selecting Anchor Items in Multigroup DIF Analysis,2020,57.0,"This study addresses the topic of how anchoring methods for differential item functioning (DIF) analysis can be used in multigroup scenarios. The direct approach would be to combine anchoring methods developed for two-group scenarios with multigroup DIF-detection methods. Alternatively, multiple tests could be carried out. The results of these tests need to be aggregated to determine the anchor for the final DIF analysis. In this study, the direct approach and three aggregation rules are investigated. All approaches are combined with a variety of anchoring methods, such as the “all-other purified” and “mean p-value threshold” methods, in two simulation studies based on the Rasch model. Our results indicate that the direct approach generally does not lead to more accurate or even to inferior results than the aggregation rules. The min rule overall shows the best trade-off between low false alarm rate and medium to high hit rate. However, it might be too sensitive when the number of groups is large. In this case, the all rule may be a good compromise. We also take a closer look at the anchor selection method “next candidate,” which performed rather poorly, and suggest possible improvements. © 2019 by the National Council on Measurement in Education","['Comparison', 'Aggregation', 'Rules', 'Selecting', 'Anchor', 'Items', 'Multigroup', 'DIF', 'Analysis']","['comparison', 'aggregation', 'rules', 'selecting', 'anchor', 'items', 'multigroup', 'dif', 'analysis']",comparison aggregation rules selecting anchor items multigroup dif analysis
Haberman S.J.,Statistical Theory and Assessment Practice,2020,57.0,Examples of the impact of statistical theory on assessment practice are provided from the perspective of a statistician trained in theoretical statistics who began to work on assessments. Goodness of fit of item-response models is examined in terms of restricted likelihood-ratio tests and generalized residuals. Minimum discriminant information adjustment is used for linking with no anchors or problematic anchors and for repeater analysis. Assessment issues are examined in cases in which the number of parameters is large relative to the number of observations. © 2020 by the National Council on Measurement in Education,"['statistical', 'Theory', 'Assessment', 'Practice']","['statistical', 'theory', 'assessment', 'practice']",statistical theory assessment practice
Kim S.Y.; Lee W.-C.,Classification Consistency and Accuracy With Atypical Score Distributions,2020,57.0,"The current study aims to evaluate the performance of three non-IRT procedures (i.e., normal approximation, Livingston-Lewis, and compound multinomial) for estimating classification indices when the observed score distribution shows atypical patterns: (a) bimodality, (b) structural (i.e., systematic) bumpiness, or (c) structural zeros (i.e., no frequencies). Under a bimodal distribution, the normal approximation procedure produced substantially large bias. For a distribution with structural bumpiness, the compound multinomial procedure tended to introduce larger bias. Under a distribution with structural zeroes, the relative performance of selected estimation procedures depended on cut score location and the sample-size conditions. In general, the differences in estimation errors among the three procedures were not substantially large. © 2019 by the National Council on Measurement in Education","['Classification', 'Consistency', 'Accuracy', 'Atypical', 'Score', 'distribution']","['classification', 'consistency', 'accuracy', 'atypical', 'score', 'distribution']",classification consistency accuracy atypical score distribution
Kim K.Y.,Two IRT Fixed Parameter Calibration Methods for the Bifactor Model,2020,57.0,"New items are often evaluated prior to their operational use to obtain item response theory (IRT) item parameter estimates for quality control purposes. Fixed parameter calibration is one linking method that is widely used to estimate parameters for new items and place them on the desired scale. This article provides detailed descriptions of two fixed parameter calibration methods for the bifactor model and compares their relative performance through simulation. The two methods, which were natural generalizations of their counterparts in the unidimensional context, are the one prior weights updating and multiple expectation-maximization (EM) cycles (OWU-MEM) and multiple prior weights updating and multiple EM cycles (MWU-MEM) methods. In addition, for comparison purposes, the separate calibration method with Haebara linking was included in the simulation. In general, the MWU-MEM method recovered item parameters well for both equivalent and nonequivalent groups, whereas the OWU-MEM method worked well only for equivalent groups. With a few exceptions, the MWU-MEM and Haebara methods showed comparable item parameter recovery. © 2019 by the National Council on Measurement in Education","['IRT', 'Fixed', 'Parameter', 'Calibration', 'Methods', 'Bifactor']","['irt', 'fixed', 'parameter', 'calibration', 'methods', 'bifactor']",irt fixed parameter calibration methods bifactor
Pokropek A.; Borgonovi F.,Linking via Pseudo-Equivalent Group Design: Methodological Considerations and an Application to the PISA and PIAAC Assessments,2020,57.0,This article presents the pseudo-equivalent group approach and discusses how it can enhance the quality of linking in the presence of nonequivalent groups. The pseudo-equivalent group approach allows to achieve pseudo-equivalence using propensity score reweighting techniques. We use it to perform linking to establish scale concordance between two assessments. The article presents Monte-Carlo simulations and a real data application based on data from the Survey of Adult Skills (PIAAC) and the Programme for International Student Assessment (PISA). Monte-Carlo simulations suggest that the pseudo-equivalent group design is particularly useful whenever there is a large overlap across the two groups with respect to balancing variables and when the correlation between such variables and ability is medium or high. The example based on PISA and PIAAC data indicates that the approach can provide reasonable accurate linking that can be used for group-level comparisons. © 2019 by the National Council on Measurement in Education,"['link', 'PseudoEquivalent', 'Group', 'Design', 'Methodological', 'Considerations', 'application', 'PISA', 'PIAAC', 'assessment']","['link', 'pseudoequivalent', 'group', 'design', 'methodological', 'considerations', 'application', 'pisa', 'piaac', 'assessment']",link pseudoequivalent group design methodological considerations application pisa piaac assessment
